iter	RMSE
138	0.1049995792
139	0.1049667962
140	0.1049459227
141	0.1048928327
142	0.104838628
143	0.10481567
144	0.1047367073
145	0.1046827053
146	0.1046425599
147	0.1045903132
148	0.1045205681
149	0.1044909494
150	0.1044700735
151	0.1044029863
152	0.1043544065
153	0.1042958627
154	0.1042505599
155	0.1042182874
156	0.1041878697
157	0.1041301084
158	0.1040717245
159	0.1040455393
160	0.1040095397
161	0.1039603983
162	0.1039281494
163	0.1038887415
164	0.1038314419
165	0.1037785623
166	0.1037444347
167	0.1036896886
168	0.103606528
169	0.1035665772
170	0.1035276825
171	0.10350194
172	0.1034647175
173	0.1034161236
174	0.1033661037
175	0.1033237917
176	0.1032764248
177	0.103223527
178	0.1031776707
179	0.1031507838
180	0.1031052681
181	0.1030876059
182	0.1030555904
183	0.1030306418
184	0.1029885939
185	0.1029646749
186	0.1029384496
187	0.1028404751
188	0.1028136531
189	0.1027173305
190	0.1026863417
191	0.1026587343
192	0.1026318608
193	0.1025938515
194	0.1025725092
195	0.1025447906
196	0.1024730857
197	0.1023814435
198	0.1023482259
199	0.1023221135
200	0.1022966863
201	0.102273741
202	0.1022344666
203	0.102210423
204	0.1021822993
205	0.1021465949
206	0.1020788348
207	0.1020583821
208	0.1020371923
209	0.1020081479
210	0.1019447152
211	0.1019277054
212	0.1019070163
213	0.1018414083
214	0.1018097978
215	0.1017785091
216	0.1017593422
217	0.101740677
218	0.1016773212
219	0.1016540376
220	0.101636777
221	0.1016146573
222	0.1015270496
223	0.1015114017
224	0.1014940525
225	0.1014771605
226	0.101391474
227	0.1013695494
228	0.1013490149
229	0.1012817593
230	0.1012592009
231	0.1011751846
232	0.1011546255
233	0.1011351169
234	0.1010730479
235	0.1010089258
236	0.1009936893
237	0.100978028
238	0.1008850768
239	0.1008698145
240	0.1007801111
241	0.1007482839
242	0.1007193092
243	0.1006985836
244	0.100684155
245	0.1006062641
246	0.100546057
247	0.1004850088
248	0.1004667322
249	0.1003762828
250	0.1003485221
251	0.1003307954
252	0.1003172078
253	0.1002603014
254	0.1002470635
255	0.100181477
256	0.1001686139
257	0.1001423525
258	0.1000721119
259	0.09997973655
260	0.09995449748
261	0.09987999246
262	0.09986399749
263	0.09984433742
264	0.09977822461
265	0.09972845849
266	0.0997111138
267	0.09969259182
268	0.09965233842
269	0.09957057126
270	0.09951563965
271	0.0994625867
272	0.09943834084
273	0.09942196056
274	0.09936134232
275	0.0992905437
276	0.09922282918
277	0.09916511324
278	0.09910821667
279	0.09905265331
280	0.09903020415
281	0.09901171598
282	0.09895671488
283	0.09887241695
284	0.09885726881
285	0.09884186279
286	0.09876194598
287	0.09870663221
288	0.09868836489
289	0.09861207268
290	0.09859004188
291	0.09850338021
292	0.09848586239
293	0.09843665827
294	0.09842011507
295	0.09835825502
296	0.09825270272
297	0.09817281418
298	0.09810014188
299	0.09804133668
300	0.09798772854
301	0.09792617281
302	0.09787573869
303	0.09778258376
304	0.09772082747
305	0.09766036484
306	0.0976362786
307	0.09759320264
308	0.09750897237
309	0.09745604761
310	0.09738603648
311	0.097337777
312	0.09731244926
313	0.09720923536
314	0.09716260917
315	0.09711030777
316	0.09703969526
317	0.0970187678
318	0.09695132618
319	0.09690563009
320	0.09685483511
321	0.09681418137
322	0.09675307034
323	0.09673967355
324	0.09669089307
325	0.09661741189
326	0.09660359579
327	0.09654640013
328	0.09650235084
329	0.09648200314
330	0.09643792542
331	0.09639452813
332	0.09633779487
333	0.09625837069
334	0.09620144185
335	0.09614289814
336	0.09613136473
337	0.09610782342
338	0.09608506636
339	0.09597351033
340	0.09595148167
341	0.09590411954
342	0.09588913352
343	0.09587850101
344	0.09585982218
345	0.09581388357
346	0.09576282448
347	0.09575264649
348	0.09573309914
349	0.09571418393
350	0.09567169336
351	0.09565717976
352	0.095597694
353	0.09551200025
354	0.09545795394
355	0.09538079088
356	0.09533611405
357	0.09524098608
358	0.09519735384
359	0.09518327284
360	0.09509316902
361	0.09502759109
362	0.09500918175
363	0.09496513699
364	0.09489063092
365	0.09482757985
366	0.09480972964
367	0.09475839292
368	0.09471705748
369	0.09470361476
370	0.09469403699
371	0.09463421936
372	0.09459136177
373	0.09454862794
374	0.09453130273
375	0.09447448346
376	0.09446196389
377	0.09438834146
378	0.09437700228
379	0.0943602061
380	0.09431256262
381	0.09429398295
382	0.09423231332
383	0.09417936795
384	0.09406951431
385	0.09400025263
386	0.09395048404
387	0.09387520076
388	0.09381321673
389	0.09376214889
390	0.09374578718
391	0.09372994852
392	0.09367713775
393	0.09362015518
394	0.09360491181
395	0.0935895584
396	0.09354892227
397	0.09350367579
398	0.09348749865
399	0.09345674783
400	0.09342150316
401	0.0933814457
402	0.09334091803
403	0.09329362301
404	0.09328236325
405	0.09327125014
406	0.09321345987
407	0.0932050758
408	0.09315913798
409	0.09308263011
410	0.09304333861
411	0.09300403007
412	0.09293899399
413	0.09292401534
414	0.09287500887
415	0.09282566446
416	0.09278435844
417	0.09277120752
418	0.09270881253
419	0.09264834496
420	0.09263804145
421	0.092599789
422	0.0925551133
423	0.09250145286
424	0.09248688245
425	0.09243173996
426	0.09239436216
427	0.09231080865
428	0.09227889674
429	0.09224373043
430	0.09222958908
431	0.09221589544
432	0.09215059099
433	0.09213494708
434	0.09209430759
435	0.0919930118
436	0.09195158316
437	0.09194177002
438	0.09188935019
439	0.09187607139
440	0.09182118632
441	0.091777736
442	0.09176675899
443	0.09175345588
444	0.09166603759
445	0.091630061
446	0.09159764876
447	0.09151115391
448	0.09147515419
449	0.09142640113
450	0.09137642523
451	0.09131525585
452	0.09128205662
453	0.09127109714
454	0.0912634253
455	0.09122983104
456	0.09121666515
457	0.09120580979
458	0.0911942957
459	0.09114914141
460	0.0910616231
461	0.09102028348
462	0.09096928684
463	0.09093518349
464	0.09086412586
465	0.09079573812
466	0.09078856642
467	0.09074845987
468	0.09070990989
469	0.09069929535
470	0.09066688505
471	0.09062899779
472	0.09058768857
473	0.09053303954
474	0.09049733602
475	0.09043868451
476	0.09039595431
477	0.09038383145
478	0.09035238459
479	0.09033960199
480	0.09027810699
481	0.09019902249
482	0.09015008501
483	0.0901061848
484	0.09006237474
485	0.08998918255
486	0.0899277629
487	0.08986354725
488	0.08985109714
489	0.0897983234
490	0.08978991241
491	0.08973001358
492	0.08966833297
493	0.08963906158
494	0.08956968222
495	0.08953243783
496	0.08952389643
497	0.08951587166
498	0.08945380409
499	0.08944376521
500	0.08938691797
501	0.08933824733
502	0.08928503434
503	0.08924540764
504	0.0892061091
505	0.0891632131
506	0.08913041601
507	0.08906906813
508	0.08905461927
509	0.08904573695
510	0.08900377963
511	0.08895724188
512	0.08895083536
513	0.08891741863
514	0.08888121145
515	0.08883979606
516	0.08879972669
517	0.08874089231
518	0.08867594789
519	0.08864646635
520	0.08863636533
521	0.08859851849
522	0.08855772544
523	0.08852997777
524	0.08849769986
525	0.08845300658
526	0.08844176803
527	0.08839347157
528	0.08835950729
529	0.08828090905
530	0.08825565704
531	0.08824873436
532	0.08817558204
533	0.08816672033
534	0.08812753987
535	0.08805975755
536	0.08799990885
537	0.08799357244
538	0.08794472342
539	0.08790416317
540	0.08786913601
541	0.08778982306
542	0.08775961258
543	0.08774919236
544	0.0877003589
545	0.08763255703
546	0.08759111368
547	0.0875762012
548	0.08756565197
549	0.08750261032
550	0.0874370189
551	0.08739776874
552	0.08735485171
553	0.08734885162
554	0.08731602065
555	0.0872829066
556	0.08727509594
557	0.0872073003
558	0.0871757704
559	0.08714496937
560	0.08713486589
561	0.08708957005
562	0.08704198099
563	0.08697252794
564	0.08693642001
565	0.08689427028
566	0.08685143065
567	0.08681375858
568	0.08680622859
569	0.0867533239
570	0.08674733275
571	0.08668913852
572	0.08668176539
573	0.08664328195
574	0.08657204132
575	0.08651927161
576	0.08651179922
577	0.08641497845
578	0.08635550837
579	0.08631948552
580	0.08628048167
581	0.08624366133
582	0.08619388248
583	0.0861859408
584	0.08611892052
585	0.08608108586
586	0.08607580194
587	0.08604153582
588	0.08600864988
589	0.08600352984
590	0.08597479309
591	0.08590437983
592	0.08586042878
593	0.08585332384
594	0.08579304999
595	0.0857461431
596	0.08571408464
597	0.08565769904
598	0.08562348503
599	0.08561861301
600	0.0855871317
601	0.08552979883
602	0.08549845342
603	0.08545410634
604	0.08538320849
605	0.08536002793
606	0.08529315019
607	0.08526607792
608	0.08520932851
609	0.08514811655
610	0.08514337528
611	0.08511167803
612	0.0850784116
613	0.08504368763
614	0.08500284443
615	0.08493213795
616	0.08491991913
617	0.08488552338
618	0.08483401562
619	0.08482631506
620	0.08481820181
621	0.08475757558
622	0.08468747278
623	0.0846441598
624	0.08459066882
625	0.08455618506
626	0.08449804257
627	0.08445649727
628	0.08439666193
629	0.08436693698
630	0.08431733023
631	0.08427338099
632	0.08424039813
633	0.08422996014
634	0.08420266828
635	0.0841556636
636	0.08412015667
637	0.08405059089
638	0.08400825085
639	0.08397028966
640	0.08391564619
641	0.08385380452
642	0.08378998563
643	0.08374055014
644	0.08367535038
645	0.08364279304
646	0.08360343925
647	0.08359625124
648	0.08355022312
649	0.0835150743
650	0.08348245919
651	0.08342755419
652	0.08340326277
653	0.08336657297
654	0.0833376699
655	0.08331277816
656	0.08327648999
657	0.0832590966
658	0.08325035176
659	0.08324349497
660	0.08320981832
661	0.08320228345
662	0.08317078339
663	0.08316410206
664	0.08315256142
665	0.08314447863
666	0.08309639518
667	0.0830885767
668	0.08305145649
669	0.08298702933
670	0.08295233378
671	0.0828803654
672	0.08283518517
673	0.08278541028
674	0.08278072748
675	0.08273059776
676	0.08270050964
677	0.08268475382
678	0.08263120839
679	0.08260743545
680	0.08260044859
681	0.08255649823
682	0.08252722692
683	0.08248320737
684	0.08245386164
685	0.08242325406
686	0.08239929298
687	0.08235733186
688	0.08231675764
689	0.08230833412
690	0.0822771163
691	0.08224537917
692	0.08221722794
693	0.082179847
694	0.08213000982
695	0.08210584566
696	0.08209825454
697	0.08207497369
698	0.08206766724
699	0.08205549693
700	0.08203366293
701	0.08202300759
702	0.08197622351
703	0.08193104707
704	0.0819254628
705	0.08190342359
706	0.08185186203
707	0.08184161024
708	0.08178759451
709	0.08172733259
710	0.08171630945
711	0.08167439019
712	0.08165343065
713	0.08162815014
714	0.08158035799
715	0.08154818099
716	0.08153853094
717	0.08151414527
718	0.08150479599
719	0.0814650811
720	0.081436438
721	0.08138118203
722	0.08134816405
723	0.0813303919
724	0.08132130335
725	0.08129150774
726	0.08128270112
727	0.08124618247
728	0.08117739168
729	0.0811688494
730	0.08114774377
731	0.081118511
732	0.08109861082
733	0.0810511432
734	0.08104284728
735	0.08098700487
736	0.08094391557
737	0.0809028663
738	0.08086263949
739	0.08082044483
740	0.08077444038
741	0.08073695275
742	0.08070333646
743	0.08067310012
744	0.08065086347
745	0.08059565989
746	0.08058876981
747	0.08056934049
748	0.0805475527
749	0.08054120194
750	0.08050155509
751	0.08046694963
752	0.08044482138
753	0.08039743314
754	0.08037471051
755	0.08034978659
756	0.08028568617
757	0.08025620095
758	0.08022192679
759	0.08019997118
760	0.08019510256
761	0.08018611366
762	0.08013484006
763	0.08008628342
764	0.080044601
765	0.08000145193
766	0.07996882871
767	0.07993689484
768	0.07992907975
769	0.07990682167
770	0.079855032
771	0.07983628829
772	0.07982870665
773	0.07979801448
774	0.07976161564
775	0.07971523942
776	0.07967063385
777	0.07964156423
778	0.07961911881
779	0.07958608456
780	0.07955695946
781	0.07951031904
782	0.07946457098
783	0.0794594146
784	0.07945210326
785	0.07943005222
786	0.07939367184
787	0.07937268329
788	0.07933509635
789	0.07932800115
790	0.07928273402
791	0.07922961447
792	0.0791790957
793	0.07914731759
794	0.07910447811
795	0.07908898496
796	0.0790677971
797	0.07905683321
798	0.07902151331
799	0.07899622025
800	0.07896301998
801	0.07894042433
802	0.0788808034
803	0.07887391478
804	0.07886875906
805	0.07885168535
806	0.07884504819
807	0.07881182637
808	0.07878241424
809	0.07875794317
810	0.07875150404
811	0.07873099175
812	0.07872664931
813	0.07869589696
814	0.07866330076
815	0.0786296917
816	0.07859453942
817	0.07857217602
818	0.07854110482
819	0.078470049
820	0.07845405529
821	0.07841402548
822	0.078409569
823	0.07835469791
824	0.07834846646
825	0.07830023463
826	0.07827012424
827	0.07824864447
828	0.07819540428
829	0.07818144346
830	0.07817444412
831	0.07815392065
832	0.07812345009
833	0.07808765143
834	0.07805079714
835	0.07804654972
836	0.07803692712
837	0.07799210362
838	0.07798570253
839	0.07795760887
840	0.07791602223
841	0.07790126243
842	0.0778803272
843	0.07784904208
844	0.07783246539
845	0.07778844479
846	0.07775927366
847	0.07771723302
848	0.0776780397
849	0.07764007983
850	0.0776064606
851	0.077573074
852	0.07752376323
853	0.07748692528
854	0.07747991112
855	0.07746639043
856	0.07744345049
857	0.0773575879
858	0.07731867607
859	0.07729744046
860	0.07729131386
861	0.07725887989
862	0.07723194111
863	0.07721194084
864	0.07719074776
865	0.07718293801
866	0.07717685842
867	0.07712643799
868	0.07711989953
869	0.07710297577
870	0.07709720779
871	0.07705501856
872	0.0770224216
873	0.07699681925
874	0.07698902101
875	0.07695178684
876	0.07694641705
877	0.07692485841
878	0.07685789507
879	0.07682694396
880	0.07679536981
881	0.07676997797
882	0.07673076767
883	0.07672554556
884	0.07669875724
885	0.07666846796
886	0.07663624352
887	0.07658477727
888	0.07656404247
889	0.07652640109
890	0.07648493969
891	0.07647229252
892	0.07646636739
893	0.07642244998
894	0.07640426912
895	0.07634896081
896	0.07630183871
897	0.07627697474
898	0.07624295719
899	0.07620909997
900	0.07617358206
901	0.07613837335
902	0.07613344526
903	0.07612785861
904	0.0760565
905	0.07605330449
906	0.07602895481
907	0.07598975699
908	0.07591964564
909	0.07591573382
910	0.07587772377
911	0.07585227535
912	0.07582401346
913	0.07579799208
914	0.07579413967
915	0.07576557671
916	0.07576227356
917	0.07573259787
918	0.07571527383
919	0.07567670897
920	0.07564477792
921	0.07559956954
922	0.07558621531
923	0.0755734779
924	0.07553606462
925	0.07551325951
926	0.07548198041
927	0.07545741208
928	0.07542955281
929	0.07537001507
930	0.0753556594
931	0.07532361147
932	0.07529459083
933	0.07527005982
934	0.07523904219
935	0.07518997437
936	0.07515437998
937	0.07512299672
938	0.07510272843
939	0.07507050093
940	0.07504390614
941	0.07499845553
942	0.07498541335
943	0.07494787291
944	0.07490165786
945	0.07484873456
946	0.07482255727
947	0.07480199316
948	0.07476653717
949	0.07474382363
950	0.07473841619
951	0.07471791034
952	0.07468433822
953	0.07467790884
954	0.07465360657
955	0.07461354595
956	0.07458095731
957	0.07455562582
958	0.07450754824
959	0.07446968722
960	0.07446443199
961	0.07443518185
962	0.07439924515
963	0.07435627578
964	0.07430606258
965	0.07427565869
966	0.07425568796
967	0.07424847858
968	0.07420868138
969	0.07417678195
970	0.07412337743
971	0.07408215234
972	0.07407709411
973	0.07404479469
974	0.07402189948
975	0.07399314454
976	0.0739646079
977	0.07394249127
978	0.07389279964
979	0.07385771292
980	0.07383395916
981	0.07380187704
982	0.07378590582
983	0.0737630973
984	0.07375969497
985	0.07373020448
986	0.07368557536
987	0.07364759872
988	0.07361855136
989	0.07361228215
990	0.073585731
991	0.07354848272
992	0.07352232191
993	0.07350087773
994	0.07348046132
995	0.07343811838
996	0.0734343467
997	0.07341820827
998	0.07340228592
999	0.07337924592
1000	0.07334576691
1001	0.07331941279
1002	0.07329382127
1003	0.07326008907
1004	0.0732331763
1005	0.07321607928
1006	0.0731820717
1007	0.0731430445
1008	0.07313948998
1009	0.07310520206
1010	0.07308536945
1011	0.07305346491
1012	0.0730079791
1013	0.07299609323
1014	0.07296631031
1015	0.07294517326
1016	0.07293276632
1017	0.07291521891
1018	0.07289677017
1019	0.07285713611
1020	0.07284081512
1021	0.07281107167
1022	0.07277311942
1023	0.07273025448
1024	0.07271884951
1025	0.07270422009
1026	0.07268475484
1027	0.07267090235
1028	0.07265238993
1029	0.07260780056
1030	0.07259112051
1031	0.07256197778
1032	0.07253821412
1033	0.07250822325
1034	0.07247716708
1035	0.07245407982
1036	0.07242616052
1037	0.07241077287
1038	0.07237108052
1039	0.07234802735
1040	0.07234289776
1041	0.07230938691
1042	0.07229621018
1043	0.07225735783
1044	0.07225390796
1045	0.07222731505
1046	0.07221686962
1047	0.07221188756
1048	0.07217904114
1049	0.07214839242
1050	0.07212749287
1051	0.07212056584
1052	0.07211466709
1053	0.07210140742
1054	0.07204205764
1055	0.07201160004
1056	0.07198659591
1057	0.07196591501
1058	0.071894602
1059	0.07187395569
1060	0.07186503893
1061	0.07184462193
1062	0.07180338157
1063	0.07178498835
1064	0.07171858758
1065	0.07168575861
1066	0.0716571175
1067	0.0716200379
1068	0.07158505355
1069	0.07155406643
1070	0.07152627463
1071	0.0715052587
1072	0.07150036304
1073	0.07147560057
1074	0.07143920959
1075	0.07142921573
1076	0.07140413018
1077	0.07138717372
1078	0.07137357311
1079	0.0713539821
1080	0.07135074442
1081	0.07133827732
1082	0.07130334207
1083	0.07127926598
1084	0.07124172486
1085	0.07122396508
1086	0.07119756396
1087	0.07116390185
1088	0.07113878457
1089	0.07110674472
1090	0.07107839291
1091	0.07105199805
1092	0.07102316106
1093	0.07099206342
1094	0.07098886777
1095	0.07097570997
1096	0.07093642076
1097	0.07093240323
1098	0.07090688815
1099	0.07089151713
1100	0.07086938864
1101	0.07086476947
1102	0.07084655685
1103	0.07079990319
1104	0.07074625728
1105	0.0707275034
1106	0.07072383134
1107	0.07069846605
1108	0.07066473039
1109	0.07062621942
1110	0.07061062763
1111	0.07057986821
1112	0.07055470698
1113	0.07055006657
1114	0.07050949499
1115	0.0704917497
1116	0.0704738302
1117	0.07045754912
1118	0.07043546751
1119	0.07042905348
1120	0.07041515248
1121	0.07038088913
1122	0.07036404177
1123	0.07034208781
1124	0.07031786341
1125	0.07030165923
1126	0.07028065128
1127	0.07024499718
1128	0.07022181372
1129	0.07021043353
1130	0.07017692915
1131	0.07016862537
1132	0.07015570769
1133	0.07014059676
1134	0.07012054822
1135	0.07009583462
1136	0.07009045468
1137	0.07006249974
1138	0.07004733289
1139	0.07004230526
1140	0.07003633091
1141	0.07000721508
1142	0.06998518078
1143	0.06996925599
1144	0.06992508212
1145	0.06991404112
1146	0.06989217854
1147	0.06987506745
1148	0.06986090412
1149	0.06985546085
1150	0.069832572
1151	0.06981353678
1152	0.06979435614
1153	0.06977889267
1154	0.06976945856
1155	0.06975168104
1156	0.06973319104
1157	0.06971174056
1158	0.06964614427
1159	0.06961696572
1160	0.06958517247
1161	0.0695591823
1162	0.06954045203
1163	0.0695049333
1164	0.06945255182
1165	0.06941698224
1166	0.06941129355
1167	0.06939028888
1168	0.06935151028
1169	0.06931366016
1170	0.06929590733
1171	0.06928261296
1172	0.0692603218
1173	0.06923552179
1174	0.0692311095
1175	0.06921879675
1176	0.06915575691
1177	0.06915074226
1178	0.06911841307
1179	0.06911300679
1180	0.06908824087
1181	0.06905639849
1182	0.06904039293
1183	0.06901071346
1184	0.06898015458
1185	0.06894990148
1186	0.06893942075
1187	0.06890317177
1188	0.06888061781
1189	0.06887545319
1190	0.06887133072
1191	0.06885871948
1192	0.06883228538
1193	0.06880603767
1194	0.06877193398
1195	0.0687488144
1196	0.06872140209
1197	0.06871121446
1198	0.06868948893
1199	0.06867082559
1200	0.06863382333
1201	0.0686290851
1202	0.06860326679
1203	0.06858137516
1204	0.06856954178
1205	0.0685572564
1206	0.06853402138
1207	0.0685179506
1208	0.0685152277
1209	0.06848347601
1210	0.06846400828
1211	0.06845097051
1212	0.06843794323
1213	0.06841112205
1214	0.06839344597
1215	0.06836119292
1216	0.06833694133
1217	0.06832755537
1218	0.06830679165
1219	0.06829013493
1220	0.06827106148
1221	0.06826736283
1222	0.06826315312
1223	0.06823806365
1224	0.06819805114
1225	0.06817831882
1226	0.06817425955
1227	0.06814654582
1228	0.06812330167
1229	0.06809284414
1230	0.0680695427
1231	0.06804236537
1232	0.06799594402
1233	0.0679662531
1234	0.06795480665
1235	0.0679426849
1236	0.06792169616
1237	0.06790479537
1238	0.06789755617
1239	0.06786353583
1240	0.06783224156
1241	0.06782041234
1242	0.0678081336
1243	0.06778117508
1244	0.06774753012
1245	0.06771459064
1246	0.06769382519
1247	0.0676742488
1248	0.06765397578
1249	0.06765002079
1250	0.06764715871
1251	0.06762467618
1252	0.06758803129
1253	0.0675790211
1254	0.06754915722
1255	0.06752947513
1256	0.06751418656
1257	0.06749326899
1258	0.06748460549
1259	0.06745973407
1260	0.06743576093
1261	0.06741791431
1262	0.06740155211
1263	0.06739927991
1264	0.06736915762
1265	0.06736527395
1266	0.06735444809
1267	0.06733736109
1268	0.06733268213
1269	0.06732397285
1270	0.06730398602
1271	0.06727831042
1272	0.06725392091
1273	0.06722207336
1274	0.067210612
1275	0.06719867929
1276	0.06718614623
1277	0.06716234403
1278	0.06712498107
1279	0.06709228477
1280	0.06707308441
1281	0.06703559764
1282	0.06700888232
1283	0.06699308108
1284	0.06695782892
1285	0.06692364186
1286	0.06689804755
1287	0.0668784734
1288	0.06685911824
1289	0.06682446925
1290	0.06681195979
1291	0.06677965077
1292	0.06675794663
1293	0.06674075697
1294	0.06671666179
1295	0.06669882392
1296	0.06669180185
1297	0.06667415399
1298	0.06665122092
1299	0.06660080117
1300	0.06658667458
1301	0.06655510992
1302	0.06653091851
1303	0.06651995599
1304	0.0664886862
1305	0.06646666949
1306	0.06643153874
1307	0.06640908443
1308	0.06639377769
1309	0.06636498486
1310	0.06634389178
1311	0.06629529539
1312	0.06625946488
1313	0.06624907922
1314	0.06622777701
1315	0.06620643672
1316	0.06619880226
1317	0.06618710133
1318	0.0661538858
1319	0.06613368332
1320	0.06610974618
1321	0.06609180641
1322	0.06607702159
1323	0.0660664558
1324	0.06604616877
1325	0.06601550161
1326	0.06599733643
1327	0.06597909712
1328	0.06595805406
1329	0.06592660493
1330	0.06590767721
1331	0.06587815748
1332	0.06584653316
1333	0.06583981499
1334	0.06580349858
1335	0.06579137213
1336	0.06577843911
1337	0.06574839325
1338	0.06571440496
1339	0.06569520542
1340	0.06565968734
1341	0.06564164964
1342	0.06563789045
1343	0.06561090854
1344	0.06557414711
1345	0.0655527332
1346	0.06552938366
1347	0.06551525128
1348	0.06551153143
1349	0.0654979958
1350	0.0654871396
1351	0.06547637478
1352	0.06545720893
1353	0.06542752812
1354	0.06539241778
1355	0.06536192696
1356	0.06534354719
1357	0.06533992505
1358	0.06531993864
1359	0.06529832772
1360	0.0652813246
1361	0.06526607421
1362	0.06525461683
1363	0.065237036
1364	0.06521755774
1365	0.06519569528
1366	0.06518706333
1367	0.06517639296
1368	0.06515355914
1369	0.06512727978
1370	0.06512085984
1371	0.06510707897
1372	0.06507818383
1373	0.06506225466
1374	0.06503321365
1375	0.06501806247
1376	0.06500529221
1377	0.06499019469
1378	0.06497617897
1379	0.0649447189
1380	0.06491418958
1381	0.06488805882
1382	0.06485307631
1383	0.06481128225
1384	0.06477726066
1385	0.06474494973
1386	0.06472936549
1387	0.06469678237
1388	0.06468843423
1389	0.06467225827
1390	0.06464782197
1391	0.06463717938
1392	0.06462990403
1393	0.06461119294
1394	0.06458592783
1395	0.06456028964
1396	0.06454156005
1397	0.06451478065
1398	0.06449470819
1399	0.06446562081
1400	0.06446212604
1401	0.06444402218
1402	0.06444095113
1403	0.06441817434
1404	0.06441485827
1405	0.06437401557
1406	0.06435948162
1407	0.06434422901
1408	0.06433140955
1409	0.06430845619
1410	0.06427043568
1411	0.06426615924
1412	0.06423399297
1413	0.06420221557
1414	0.06418290489
1415	0.06417967641
1416	0.06416208448
1417	0.06412435691
1418	0.06410941991
1419	0.06407589935
1420	0.06406307649
1421	0.06405021806
1422	0.06404380455
1423	0.06402007796
1424	0.0640078407
1425	0.06399740731
1426	0.06396347409
1427	0.06394466981
1428	0.06393030335
1429	0.06391767376
1430	0.0639113286
1431	0.06388521024
1432	0.06388206052
1433	0.06384949101
1434	0.06383931515
1435	0.06382123812
1436	0.06378238724
1437	0.06376918976
1438	0.06374907204
1439	0.06373798287
1440	0.06372023165
1441	0.06370567507
1442	0.06369692555
1443	0.06366307441
1444	0.06366033922
1445	0.06362520152
1446	0.06360767919
1447	0.06359884681
1448	0.06359670927
1449	0.06357496478
1450	0.06356067414
1451	0.06354278954
1452	0.06352779755
1453	0.06349939847
1454	0.06347276113
1455	0.06346733018
1456	0.06344869869
1457	0.0634100558
1458	0.06340637867
1459	0.06340030381
1460	0.0633861697
1461	0.06337337915
1462	0.06335717661
1463	0.06334059191
1464	0.06333216602
1465	0.06331256864
1466	0.06329902035
1467	0.06327015771
1468	0.06324760352
1469	0.06321986846
1470	0.06319497692
1471	0.06317050725
1472	0.0631674727
1473	0.06315461461
1474	0.06312961947
1475	0.0631266364
1476	0.06310201686
1477	0.0630935632
1478	0.06305149738
1479	0.06303844144
1480	0.06303560203
1481	0.06303339808
1482	0.06300834277
1483	0.06300618947
1484	0.06300331236
1485	0.06298142679
1486	0.06296964622
1487	0.06293546808
1488	0.06293273584
1489	0.06291568173
1490	0.06289212801
1491	0.06286494653
1492	0.06284440814
1493	0.06281575148
1494	0.06277838539
1495	0.06274788929
1496	0.06273950081
1497	0.06270798358
1498	0.06269602168
1499	0.0626744039
1500	0.06263201818
1501	0.06261668658
1502	0.06258418778
